,A,B
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
15,0.7622222222222222,0.5888888888888889
16,0.7577777777777778,0.6216666666666667
17,0.7616666666666667,0.5972222222222222
0,0.5022222222222222,
1,0.5966666666666667,
2,0.735,
3,0.7958333333333333,
4,0.8377777777777777,0.6938888888888889
5,0.8255555555555556,0.7111111111111111
6,0.8305555555555556,0.7138888888888889
7,0.8333333333333334,0.7111111111111111
8,0.8233333333333334,0.71
9,0.8377777777777777,0.7066666666666667
10,0.8422222222222222,0.7316666666666667
11,0.8594444444444445,0.7072222222222222
12,0.855,0.71
13,0.8666666666666667,0.705
14,0.8555555555555555,0.7238888888888889
15,0.8688888888888889,0.7088888888888889
16,0.8688888888888889,0.7266666666666667
17,0.8572222222222222,0.7272222222222222
0,0.5211111111111111,
1,0.7108333333333333,
2,0.7491666666666666,
3,0.7541666666666667,
4,0.7505555555555555,0.5938888888888889
5,0.755,0.6222222222222222
6,0.7611111111111111,0.5627777777777778
7,0.7533333333333333,0.59
8,0.7694444444444445,0.5927777777777777
9,0.7705555555555555,0.5927777777777777
10,0.7683333333333333,0.5938888888888889
11,0.7516666666666667,0.6055555555555555
12,0.7694444444444445,0.5966666666666667
13,0.7694444444444445,0.5888888888888889
14,0.7738888888888888,0.6038888888888889
